x,y,z,phenotype,oxygen,C,b,d,sim_time
3,14,4,non-condensing,1.0,0.0,0.63,0.0,40
-9,-11,3,non-condensing,1.0,0.0,0.63,0.0,40
-2,7,1,condensing,1.0,0.0,0.77,0.0,40
-1,-5,-9,condensing,1.0,0.0,0.77,0.0,40
3,18,3,condensing,0.984545,0.015455,0.759182,0.004636,40
-14,4,-11,condensing,0.997559,0.002441,0.768291,0.000732,40
9,17,3,non-condensing,0.857817,0.142183,0.530472,0.042655,40
3,12,12,non-condensing,1.0,0.0,0.63,0.0,40
-4,-10,-3,non-condensing,1.0,0.0,0.63,0.0,40
4,-3,-6,condensing,1.0,0.0,0.77,0.0,40
-4,8,-14,condensing,0.857818,0.142182,0.670473,0.042655,40
9,10,-12,condensing,0.860909,0.139091,0.672636,0.041727,40
-2,10,7,non-condensing,1.0,0.0,0.63,0.0,40
4,10,-16,condensing,1.0,0.0,0.77,0.0,40
3,3,4,condensing,0.815036,0.184964,0.640526,0.055489,40
0,9,12,non-condensing,0.988663,0.011337,0.622064,0.003401,40
-5,10,0,non-condensing,1.0,0.0,0.63,0.0,40
6,5,8,condensing,1.0,0.0,0.77,0.0,40
-10,-18,-1,condensing,1.0,0.0,0.77,0.0,40
-2,-5,-7,non-condensing,1.0,0.0,0.63,0.0,40
-16,-8,2,non-condensing,0.838748,0.161252,0.517124,0.048376,40
10,8,1,non-condensing,1.0,0.0,0.63,0.0,40
-14,1,6,non-condensing,0.851511,0.148489,0.526058,0.044547,40
3,2,-7,condensing,0.980997,0.019003,0.756698,0.005701,40
-2,15,-6,condensing,0.834496,0.165504,0.654147,0.049651,40
9,16,-1,condensing,0.84004,0.15996,0.658028,0.047988,40
-5,5,0,non-condensing,1.0,0.0,0.63,0.0,40
-4,10,12,condensing,0.991754,0.008246,0.764228,0.002474,40
9,-11,-2,non-condensing,0.985513,0.014487,0.619859,0.004346,40
-12,-9,8,non-condensing,0.831426,0.168574,0.511998,0.050572,40
3,2,-1,condensing,0.343684,0.656316,0.310579,0.196895,40
-11,-4,3,condensing,1.0,0.0,0.77,0.0,40
12,18,3,non-condensing,1.0,0.0,0.63,0.0,40
0,6,7,non-condensing,1.0,0.0,0.63,0.0,40
6,-12,-2,condensing,0.844774,0.155226,0.661342,0.046568,40
-12,-3,11,condensing,0.993815,0.006185,0.76567,0.001856,40
-4,14,-2,non-condensing,1.0,0.0,0.63,0.0,40
10,2,-2,non-condensing,1.0,0.0,0.63,0.0,40
4,6,-11,condensing,1.0,0.0,0.77,0.0,40
9,5,-2,condensing,1.0,0.0,0.77,0.0,40
-5,-5,5,non-condensing,0.643916,0.356084,0.380741,0.106825,40
-9,-2,-8,condensing,0.959959,0.040041,0.741972,0.012012,40
4,-3,1,non-condensing,0.597353,0.402647,0.348147,0.120794,40
-12,-14,2,condensing,0.834732,0.165268,0.654312,0.049581,40
-2,-14,-9,condensing,0.993818,0.006182,0.765673,0.001855,40
7,19,0,non-condensing,1.0,0.0,0.63,0.0,40
-4,-11,-8,condensing,0.842436,0.157564,0.659705,0.047269,40
13,12,2,condensing,0.836753,0.163247,0.655727,0.048974,40
-15,-1,6,condensing,0.990631,0.009369,0.763442,0.002811,40
0,9,5,non-condensing,1.0,0.0,0.63,0.0,40
2,16,8,condensing,0.996785,0.003215,0.76775,0.000964,40
6,13,-3,non-condensing,1.0,0.0,0.63,0.0,40
4,-4,-3,condensing,0.993043,0.006957,0.76513,0.002087,40
-12,2,6,non-condensing,0.842896,0.157104,0.520028,0.047131,40
-9,3,-12,condensing,0.848441,0.151559,0.663909,0.045468,40
11,11,6,condensing,0.987631,0.012369,0.761342,0.003711,40
-11,12,-4,non-condensing,0.996909,0.003091,0.627836,0.000927,40
4,-3,-14,condensing,0.854666,0.145334,0.668266,0.0436,40
4,3,-14,non-condensing,0.848361,0.151639,0.523853,0.045492,40
-3,-17,-4,non-condensing,0.999938,6.2e-05,0.629957,1.9e-05,40
3,3,-7,non-condensing,1.0,0.0,0.63,0.0,40
-1,-5,10,condensing,1.0,0.0,0.77,0.0,40
-3,-4,-7,condensing,1.0,0.0,0.77,0.0,40
-16,-5,1,condensing,0.848371,0.151629,0.66386,0.045489,40
-2,6,6,non-condensing,1.0,0.0,0.63,0.0,40
-10,2,4,non-condensing,1.0,0.0,0.63,0.0,40
5,14,-13,non-condensing,0.857818,0.142182,0.530473,0.042655,40
-15,-4,-5,non-condensing,0.993734,0.006266,0.625614,0.00188,40
-4,16,-3,condensing,0.839727,0.160273,0.657809,0.048082,40
9,12,2,condensing,1.0,0.0,0.77,0.0,40
5,-15,-1,condensing,0.996905,0.003095,0.767834,0.000928,40
13,18,-1,non-condensing,1.0,0.0,0.63,0.0,40
-6,-9,12,condensing,0.984966,0.015034,0.759476,0.00451,40
2,9,-9,condensing,1.0,0.0,0.77,0.0,40
-3,-9,1,condensing,1.0,0.0,0.77,0.0,40
2,-3,-14,condensing,0.854727,0.145273,0.668309,0.043582,40
-1,-9,-11,non-condensing,0.987631,0.012369,0.621342,0.003711,40
8,-3,1,non-condensing,1.0,0.0,0.63,0.0,40
9,3,6,condensing,1.0,0.0,0.77,0.0,40
-7,13,-9,non-condensing,0.990727,0.009273,0.623509,0.002782,40
-2,4,8,non-condensing,1.0,0.0,0.63,0.0,40
3,7,-13,condensing,0.8348,0.1652,0.65436,0.04956,40
10,6,3,condensing,1.0,0.0,0.77,0.0,40
-7,3,3,non-condensing,1.0,0.0,0.63,0.0,40
-10,-2,11,non-condensing,0.838345,0.161655,0.516841,0.048497,40
-8,2,9,condensing,1.0,0.0,0.77,0.0,40
7,-11,1,condensing,0.839383,0.160617,0.657568,0.048185,40
2,8,-15,non-condensing,0.990727,0.009273,0.623509,0.002782,40
2,12,-8,condensing,1.0,0.0,0.77,0.0,40
-6,7,-8,condensing,1.0,0.0,0.77,0.0,40
-12,-10,2,non-condensing,1.0,0.0,0.63,0.0,40
7,12,-5,condensing,1.0,0.0,0.77,0.0,40
14,2,-2,condensing,0.842897,0.157103,0.660028,0.047131,40
-11,10,0,non-condensing,0.996909,0.003091,0.627836,0.000927,40
-9,8,-4,condensing,1.0,0.0,0.77,0.0,40
9,-6,-1,condensing,1.0,0.0,0.77,0.0,40
-11,6,-9,condensing,0.839476,0.160524,0.657633,0.048157,40
6,-6,-3,condensing,1.0,0.0,0.77,0.0,40
4,18,-9,non-condensing,0.996909,0.003091,0.627836,0.000927,40
7,10,11,condensing,0.996905,0.003095,0.767834,0.000928,40
6,5,-9,non-condensing,1.0,0.0,0.63,0.0,40
-9,-15,7,non-condensing,0.996786,0.003214,0.62775,0.000964,40
3,-11,-11,non-condensing,0.996909,0.003091,0.627836,0.000927,40
4,-4,-8,condensing,1.0,0.0,0.77,0.0,40
-12,6,-12,condensing,0.981815,0.018185,0.757271,0.005455,40
4,12,-14,non-condensing,0.993818,0.006182,0.625673,0.001855,40
-4,-12,-7,condensing,1.0,0.0,0.77,0.0,40
1,-11,-5,condensing,1.0,0.0,0.77,0.0,40
-10,-4,15,non-condensing,1.0,0.0,0.63,0.0,40
9,8,-15,non-condensing,1.0,0.0,0.63,0.0,40
-13,-7,-4,non-condensing,0.837607,0.162393,0.516325,0.048718,40
-4,-17,-6,condensing,0.996909,0.003091,0.767836,0.000927,40
7,4,-3,condensing,1.0,0.0,0.77,0.0,40
-6,-4,1,condensing,1.0,0.0,0.77,0.0,40
-7,6,-9,condensing,1.0,0.0,0.77,0.0,40
7,7,2,condensing,1.0,0.0,0.77,0.0,40
-16,0,-7,condensing,0.972536,0.027464,0.750775,0.008239,40
-5,-14,8,non-condensing,0.996567,0.003433,0.627597,0.00103,40
2,15,4,non-condensing,1.0,0.0,0.63,0.0,40
-11,4,-8,condensing,1.0,0.0,0.77,0.0,40
4,17,-9,non-condensing,0.996909,0.003091,0.627836,0.000927,40
10,17,-6,non-condensing,1.0,0.0,0.63,0.0,40
-7,10,-8,condensing,0.833228,0.166772,0.65326,0.050032,40
-7,-7,-2,non-condensing,1.0,0.0,0.63,0.0,40
14,11,-5,condensing,0.993818,0.006182,0.765673,0.001855,40
2,12,-12,non-condensing,0.836305,0.163695,0.515413,0.049109,40
-7,-2,-11,condensing,0.995407,0.004593,0.766785,0.001378,40
8,4,-13,non-condensing,1.0,0.0,0.63,0.0,40
-10,-6,-11,non-condensing,1.0,0.0,0.63,0.0,40
-2,13,6,condensing,0.826763,0.173237,0.648734,0.051971,40
8,-5,5,non-condensing,0.994416,0.005584,0.626091,0.001675,40
8,10,-12,condensing,0.851575,0.148425,0.666103,0.044527,40
2,7,11,condensing,0.847309,0.152691,0.663116,0.045807,40
7,-5,-10,condensing,1.0,0.0,0.77,0.0,40
13,5,-9,non-condensing,0.848077,0.151923,0.523654,0.045577,40
-10,-6,-1,condensing,1.0,0.0,0.77,0.0,40
-13,4,-5,non-condensing,1.0,0.0,0.63,0.0,40
11,2,5,condensing,1.0,0.0,0.77,0.0,40
-9,10,3,condensing,0.848424,0.151576,0.663897,0.045473,40
9,-9,3,non-condensing,0.851857,0.148143,0.5263,0.044443,40
-16,-1,3,condensing,0.971919,0.028081,0.750344,0.008424,40
-8,-2,-5,condensing,1.0,0.0,0.77,0.0,40
0,9,-10,condensing,1.0,0.0,0.77,0.0,40
-1,-9,-9,condensing,0.833365,0.166635,0.653355,0.049991,40
8,-8,6,condensing,0.996346,0.003654,0.767442,0.001096,40
-12,-8,5,non-condensing,1.0,0.0,0.63,0.0,40
9,-3,-9,condensing,0.833949,0.166051,0.653764,0.049815,40
-8,-15,0,non-condensing,0.839792,0.160208,0.517854,0.048062,40
-15,-7,0,non-condensing,0.83129,0.16871,0.511903,0.050613,40
-5,-16,-4,condensing,0.848481,0.151519,0.663937,0.045456,40
-5,-10,-2,non-condensing,1.0,0.0,0.63,0.0,40
4,17,-5,non-condensing,0.845272,0.154728,0.52169,0.046418,40
2,-15,3,condensing,0.99669,0.00331,0.767683,0.000993,40
-5,10,5,condensing,1.0,0.0,0.77,0.0,40
-5,7,-11,condensing,0.82318,0.17682,0.646226,0.053046,40
6,15,1,non-condensing,1.0,0.0,0.63,0.0,40
-5,-14,6,non-condensing,0.857814,0.142186,0.53047,0.042656,40
-3,-9,-7,condensing,1.0,0.0,0.77,0.0,40
8,-9,1,non-condensing,1.0,0.0,0.63,0.0,40
6,10,11,non-condensing,0.854727,0.145273,0.528309,0.043582,40
5,4,-8,condensing,1.0,0.0,0.77,0.0,40
-6,9,-4,condensing,1.0,0.0,0.77,0.0,40
5,7,-7,non-condensing,1.0,0.0,0.63,0.0,40
-7,2,4,non-condensing,1.0,0.0,0.63,0.0,40
0,-7,5,non-condensing,0.702878,0.297122,0.422015,0.089137,40
-4,-13,-8,non-condensing,0.845082,0.154918,0.521557,0.046475,40
-9,5,-15,non-condensing,1.0,0.0,0.63,0.0,40
15,3,-5,non-condensing,0.854605,0.145395,0.528224,0.043618,40
10,10,-5,non-condensing,1.0,0.0,0.63,0.0,40
9,-4,-1,condensing,1.0,0.0,0.77,0.0,40
-14,1,3,non-condensing,0.850565,0.149435,0.525395,0.044831,40
8,-3,-14,condensing,0.996909,0.003091,0.767836,0.000927,40
1,-3,-11,non-condensing,0.828316,0.171684,0.509821,0.051505,40
-2,-6,10,non-condensing,1.0,0.0,0.63,0.0,40
-4,3,-8,condensing,1.0,0.0,0.77,0.0,40
-14,1,-1,condensing,0.99026,0.00974,0.763182,0.002922,40
9,-12,-3,non-condensing,0.993818,0.006182,0.625673,0.001855,40
3,18,2,condensing,0.857818,0.142182,0.670473,0.042655,40
4,1,-15,non-condensing,0.993757,0.006243,0.62563,0.001873,40
6,-8,4,condensing,0.80735,0.19265,0.635145,0.057795,40
-1,-15,1,non-condensing,0.993818,0.006182,0.625673,0.001855,40
2,4,8,condensing,1.0,0.0,0.77,0.0,40
10,0,0,non-condensing,1.0,0.0,0.63,0.0,40
1,17,4,condensing,0.851452,0.148548,0.666017,0.044564,40
8,9,-14,non-condensing,0.990727,0.009273,0.623509,0.002782,40
-10,0,13,non-condensing,0.848074,0.151926,0.523652,0.045578,40
-8,6,-8,condensing,1.0,0.0,0.77,0.0,40
-3,-1,-3,non-condensing,0.871733,0.128267,0.540213,0.03848,40
-10,7,-13,condensing,0.981888,0.018112,0.757322,0.005434,40
-10,-14,2,non-condensing,0.82918,0.17082,0.510426,0.051246,40
-3,8,-5,non-condensing,1.0,0.0,0.63,0.0,40
-3,7,4,non-condensing,1.0,0.0,0.63,0.0,40
6,-4,-5,non-condensing,1.0,0.0,0.63,0.0,40
-6,2,14,non-condensing,0.993752,0.006248,0.625627,0.001874,40
14,14,-5,condensing,1.0,0.0,0.77,0.0,40
0,-13,5,condensing,0.993561,0.006439,0.765493,0.001932,40
0,6,-11,condensing,1.0,0.0,0.77,0.0,40
7,14,-10,condensing,0.993818,0.006182,0.765673,0.001855,40
6,0,0,condensing,1.0,0.0,0.77,0.0,40
2,11,1,non-condensing,1.0,0.0,0.63,0.0,40
-1,17,2,non-condensing,0.851558,0.148442,0.526091,0.044533,40
-5,-1,3,condensing,1.0,0.0,0.77,0.0,40
2,-12,4,condensing,1.0,0.0,0.77,0.0,40
7,-5,-8,condensing,0.826641,0.173359,0.648648,0.052008,40
5,-9,-8,condensing,0.851391,0.148609,0.665973,0.044583,40
-9,10,2,condensing,0.847924,0.152076,0.663547,0.045623,40
5,1,-7,non-condensing,1.0,0.0,0.63,0.0,40
-2,17,-3,condensing,0.848339,0.151661,0.663837,0.045498,40
3,6,8,non-condensing,1.0,0.0,0.63,0.0,40
-7,-16,-8,non-condensing,1.0,0.0,0.63,0.0,40
-9,-13,9,non-condensing,0.999938,6.2e-05,0.629957,1.9e-05,40
-9,-11,2,condensing,1.0,0.0,0.77,0.0,40
-4,-3,-10,non-condensing,0.839764,0.160236,0.517835,0.048071,40
12,14,-6,non-condensing,0.993818,0.006182,0.625673,0.001855,40
10,5,2,non-condensing,1.0,0.0,0.63,0.0,40
-9,2,3,non-condensing,1.0,0.0,0.63,0.0,40
-15,-8,0,condensing,0.84365,0.15635,0.660555,0.046905,40
-3,-10,-10,condensing,0.97227,0.02773,0.750589,0.008319,40
14,1,4,non-condensing,0.845694,0.154306,0.521986,0.046292,40
7,16,6,condensing,0.993818,0.006182,0.765673,0.001855,40
2,-10,-8,non-condensing,1.0,0.0,0.63,0.0,40
0,-11,-12,condensing,1.0,0.0,0.77,0.0,40
-3,5,1,condensing,0.278734,0.721266,0.265114,0.21638,40
5,-3,1,non-condensing,0.300252,0.699748,0.140176,0.209924,40
-11,1,-6,condensing,1.0,0.0,0.77,0.0,40
8,2,1,non-condensing,1.0,0.0,0.63,0.0,40
10,11,6,non-condensing,0.854473,0.145527,0.528131,0.043658,40
3,-10,6,condensing,0.835571,0.164429,0.6549,0.049329,40
-11,0,-7,non-condensing,0.792022,0.207978,0.484415,0.062393,40
-11,-6,11,condensing,0.993818,0.006182,0.765673,0.001855,40
-5,11,9,condensing,0.854568,0.145432,0.668198,0.04363,40
3,6,-11,non-condensing,1.0,0.0,0.63,0.0,40
12,2,-4,condensing,1.0,0.0,0.77,0.0,40
-6,-12,-10,condensing,1.0,0.0,0.77,0.0,40
11,13,-5,non-condensing,0.847805,0.152195,0.523463,0.045659,40
14,-2,-6,condensing,0.987636,0.012364,0.761345,0.003709,40
6,2,-6,condensing,1.0,0.0,0.77,0.0,40
5,3,2,condensing,0.991211,0.008789,0.763847,0.002637,40
3,-3,-6,condensing,1.0,0.0,0.77,0.0,40
5,4,-1,non-condensing,0.646391,0.353609,0.382474,0.106083,40
-7,-6,11,condensing,0.845197,0.154803,0.661638,0.046441,40
5,-10,-8,condensing,0.987636,0.012364,0.761345,0.003709,40
3,-15,2,non-condensing,1.0,0.0,0.63,0.0,40
-8,-2,-10,condensing,0.856032,0.143968,0.669222,0.04319,40
-6,-9,7,condensing,1.0,0.0,0.77,0.0,40
4,-15,-6,non-condensing,1.0,0.0,0.63,0.0,40
-6,3,14,condensing,0.9936,0.0064,0.76552,0.00192,40
-10,-1,2,non-condensing,1.0,0.0,0.63,0.0,40
6,0,5,condensing,0.794859,0.205141,0.626401,0.061542,40
-4,19,0,condensing,1.0,0.0,0.77,0.0,40
2,2,10,condensing,0.830511,0.169489,0.651357,0.050847,40
-5,15,-1,non-condensing,1.0,0.0,0.63,0.0,40
-12,2,7,condensing,0.842844,0.157156,0.659991,0.047147,40
-2,18,6,non-condensing,1.0,0.0,0.63,0.0,40
-2,-4,11,condensing,0.818716,0.181284,0.643101,0.054385,40
-10,13,-4,condensing,0.993818,0.006182,0.765673,0.001855,40
-18,-14,1,condensing,1.0,0.0,0.77,0.0,40
9,7,-15,condensing,1.0,0.0,0.77,0.0,40
10,-9,-3,non-condensing,0.987631,0.012369,0.621342,0.003711,40
-6,-16,3,non-condensing,0.993817,0.006183,0.625672,0.001855,40
-5,-12,9,non-condensing,0.970315,0.029685,0.609221,0.008905,40
-18,-11,1,non-condensing,0.993817,0.006183,0.625672,0.001855,40
0,15,3,non-condensing,0.821929,0.178071,0.505351,0.053421,40
-12,-2,-7,non-condensing,0.995034,0.004966,0.626524,0.00149,40
5,-2,-3,non-condensing,1.0,0.0,0.63,0.0,40
-6,-16,-5,condensing,0.846522,0.153478,0.662566,0.046043,40
9,7,8,non-condensing,0.837593,0.162407,0.516315,0.048722,40
6,-3,-4,non-condensing,1.0,0.0,0.63,0.0,40
10,11,-9,condensing,0.848363,0.151637,0.663854,0.045491,40
8,0,-16,condensing,1.0,0.0,0.77,0.0,40
-1,8,9,condensing,0.819073,0.180927,0.643351,0.054278,40
-8,10,-5,condensing,0.83399,0.16601,0.653793,0.049803,40
-10,10,-10,condensing,0.996905,0.003095,0.767834,0.000928,40
-14,-1,-3,non-condensing,0.974325,0.025675,0.612027,0.007703,40
12,7,-7,non-condensing,1.0,0.0,0.63,0.0,40
-11,13,-4,condensing,1.0,0.0,0.77,0.0,40
-16,2,-7,non-condensing,0.999947,5.3e-05,0.629963,1.6e-05,40
-10,7,-4,condensing,1.0,0.0,0.77,0.0,40
-6,1,3,non-condensing,1.0,0.0,0.63,0.0,40
7,1,9,condensing,0.993572,0.006428,0.7655,0.001929,40
-16,-4,-2,non-condensing,0.996601,0.003399,0.62762,0.00102,40
-1,-6,-7,non-condensing,1.0,0.0,0.63,0.0,40
-4,17,-8,non-condensing,0.996909,0.003091,0.627836,0.000927,40
8,19,6,non-condensing,1.0,0.0,0.63,0.0,40
-1,-10,-12,non-condensing,0.996909,0.003091,0.627836,0.000927,40
-15,-4,-2,non-condensing,0.854228,0.145772,0.527959,0.043732,40
8,5,-8,condensing,1.0,0.0,0.77,0.0,40
10,-2,0,condensing,1.0,0.0,0.77,0.0,40
7,0,1,condensing,1.0,0.0,0.77,0.0,40
-6,17,4,non-condensing,1.0,0.0,0.63,0.0,40
1,-7,-6,non-condensing,1.0,0.0,0.63,0.0,40
-17,-11,-2,non-condensing,1.0,0.0,0.63,0.0,40
5,4,3,non-condensing,1.0,0.0,0.63,0.0,40
-9,10,5,non-condensing,0.841801,0.158199,0.519261,0.04746,40
-13,1,3,condensing,0.829574,0.170426,0.650702,0.051128,40
4,18,-2,non-condensing,0.854666,0.145334,0.528266,0.0436,40
-5,-9,6,non-condensing,1.0,0.0,0.63,0.0,40
-12,-3,9,non-condensing,0.848545,0.151455,0.523982,0.045436,40
3,-11,-1,condensing,1.0,0.0,0.77,0.0,40
3,3,-14,non-condensing,0.848483,0.151517,0.523938,0.045455,40
-15,2,-6,condensing,0.991324,0.008676,0.763926,0.002603,40
-7,6,0,condensing,0.671582,0.328418,0.540107,0.098525,40
-2,15,9,condensing,1.0,0.0,0.77,0.0,40
-1,6,-9,non-condensing,1.0,0.0,0.63,0.0,40
-1,0,7,condensing,1.0,0.0,0.77,0.0,40
6,10,-15,non-condensing,0.996909,0.003091,0.627836,0.000927,40
6,13,4,condensing,1.0,0.0,0.77,0.0,40
-6,11,10,condensing,0.999996,4e-06,0.769997,1e-06,40
-7,0,-8,condensing,0.814504,0.185496,0.640153,0.055649,40
3,18,1,condensing,0.984545,0.015455,0.759182,0.004636,40
-4,0,4,non-condensing,0.240108,0.759892,0.098076,0.227968,40
-15,-6,3,condensing,0.83156,0.16844,0.652092,0.050532,40
-4,2,12,condensing,0.833484,0.166516,0.653439,0.049955,40
5,10,-7,non-condensing,1.0,0.0,0.63,0.0,40
-11,-15,4,condensing,0.851636,0.148364,0.666145,0.044509,40
10,11,-12,condensing,1.0,0.0,0.77,0.0,40
6,1,6,non-condensing,0.795491,0.204509,0.486844,0.061353,40
10,-7,0,condensing,0.98736,0.01264,0.761152,0.003792,40
0,-4,-12,non-condensing,0.845112,0.154888,0.521579,0.046466,40
10,-8,-5,condensing,0.84287,0.15713,0.660009,0.047139,40
-3,10,9,condensing,1.0,0.0,0.77,0.0,40
11,15,6,non-condensing,1.0,0.0,0.63,0.0,40
5,2,-15,non-condensing,0.987575,0.012425,0.621303,0.003727,40
-11,-3,12,condensing,0.851629,0.148371,0.66614,0.044511,40
6,0,4,non-condensing,0.679099,0.320901,0.405369,0.09627,40
8,-8,1,condensing,1.0,0.0,0.77,0.0,40
-10,-17,-5,non-condensing,1.0,0.0,0.63,0.0,40
-14,-10,-1,condensing,0.833825,0.166175,0.653678,0.049852,40
-8,-5,7,condensing,1.0,0.0,0.77,0.0,40
10,4,10,condensing,1.0,0.0,0.77,0.0,40
12,1,-1,condensing,1.0,0.0,0.77,0.0,40
12,4,2,condensing,1.0,0.0,0.77,0.0,40
4,10,-15,condensing,1.0,0.0,0.77,0.0,40
11,5,7,non-condensing,0.987204,0.012796,0.621043,0.003839,40
-6,-3,12,non-condensing,0.833324,0.166676,0.513327,0.050003,40
-8,13,-9,condensing,1.0,0.0,0.77,0.0,40
-6,-14,-1,condensing,1.0,0.0,0.77,0.0,40
1,10,-10,condensing,1.0,0.0,0.77,0.0,40
3,-3,-11,non-condensing,1.0,0.0,0.63,0.0,40
-18,-13,0,condensing,1.0,0.0,0.77,0.0,40
10,10,8,condensing,0.986639,0.013361,0.760647,0.004008,40
7,-3,5,non-condensing,0.823041,0.176959,0.506128,0.053088,40
3,-11,-8,condensing,0.842724,0.157276,0.659907,0.047183,40
0,-3,-11,non-condensing,0.828718,0.171282,0.510102,0.051385,40
3,9,-7,non-condensing,1.0,0.0,0.63,0.0,40
5,15,-4,non-condensing,1.0,0.0,0.63,0.0,40
-2,8,-6,condensing,1.0,0.0,0.77,0.0,40
-14,-3,3,non-condensing,1.0,0.0,0.63,0.0,40
2,-2,9,condensing,1.0,0.0,0.77,0.0,40
3,-6,-11,condensing,0.845315,0.154685,0.66172,0.046406,40
-6,1,14,non-condensing,0.854727,0.145273,0.528309,0.043582,40
-15,3,-7,non-condensing,0.845833,0.154167,0.522083,0.04625,40
-6,13,-2,condensing,1.0,0.0,0.77,0.0,40
-4,14,0,non-condensing,1.0,0.0,0.63,0.0,40
3,-2,-4,condensing,0.21887,0.78113,0.223209,0.234339,40
3,18,5,non-condensing,0.993818,0.006182,0.625673,0.001855,40
1,15,-5,condensing,1.0,0.0,0.77,0.0,40
1,17,7,condensing,0.993818,0.006182,0.765673,0.001855,40
4,-6,5,condensing,0.673057,0.326943,0.54114,0.098083,40
-4,1,-6,non-condensing,0.554734,0.445266,0.318314,0.13358,40
0,11,-1,non-condensing,1.0,0.0,0.63,0.0,40
4,19,4,non-condensing,1.0,0.0,0.63,0.0,40
-9,-16,-7,condensing,1.0,0.0,0.77,0.0,40
9,12,-4,non-condensing,1.0,0.0,0.63,0.0,40
8,12,4,non-condensing,1.0,0.0,0.63,0.0,40
-1,2,-7,condensing,1.0,0.0,0.77,0.0,40
-1,-16,0,non-condensing,1.0,0.0,0.63,0.0,40
-10,-11,-2,condensing,1.0,0.0,0.77,0.0,40
3,-15,-7,non-condensing,1.0,0.0,0.63,0.0,40
9,0,-10,condensing,1.0,0.0,0.77,0.0,40
-7,-3,-4,non-condensing,1.0,0.0,0.63,0.0,40
7,1,-7,non-condensing,1.0,0.0,0.63,0.0,40
7,14,-9,condensing,0.848424,0.151576,0.663896,0.045473,40
-11,2,4,condensing,0.825477,0.174523,0.647834,0.052357,40
4,17,7,condensing,0.993635,0.006365,0.765545,0.001909,40
-11,-7,5,condensing,1.0,0.0,0.77,0.0,40
5,9,-7,condensing,1.0,0.0,0.77,0.0,40
5,9,2,condensing,1.0,0.0,0.77,0.0,40
15,8,3,non-condensing,0.993818,0.006182,0.625673,0.001855,40
-4,7,5,non-condensing,1.0,0.0,0.63,0.0,40
6,17,-4,condensing,0.845392,0.154608,0.661775,0.046382,40
-15,-13,-2,non-condensing,0.987636,0.012364,0.621345,0.003709,40
-9,-16,-5,non-condensing,0.993818,0.006182,0.625673,0.001855,40
1,14,-3,non-condensing,1.0,0.0,0.63,0.0,40
6,-6,6,non-condensing,1.0,0.0,0.63,0.0,40
-1,-9,5,condensing,0.775652,0.224348,0.612956,0.067304,40
-3,10,-11,condensing,1.0,0.0,0.77,0.0,40
6,11,6,condensing,1.0,0.0,0.77,0.0,40
-6,4,-7,condensing,1.0,0.0,0.77,0.0,40
-16,-13,-4,non-condensing,1.0,0.0,0.63,0.0,40
-11,-11,3,condensing,1.0,0.0,0.77,0.0,40
-6,15,7,condensing,0.996909,0.003091,0.767836,0.000927,40
-9,2,4,condensing,1.0,0.0,0.77,0.0,40
-4,-3,-3,non-condensing,0.514333,0.485667,0.290033,0.1457,40
3,-12,-8,condensing,0.854602,0.145398,0.668221,0.043619,40
0,-6,-7,condensing,1.0,0.0,0.77,0.0,40
7,2,-2,non-condensing,1.0,0.0,0.63,0.0,40
2,-3,11,non-condensing,0.825337,0.174663,0.507736,0.052399,40
-16,-3,6,condensing,0.997455,0.002545,0.768218,0.000764,40
-1,2,-8,non-condensing,1.0,0.0,0.63,0.0,40
2,16,-3,non-condensing,1.0,0.0,0.63,0.0,40
8,7,-2,non-condensing,1.0,0.0,0.63,0.0,40
-4,-5,5,non-condensing,1.0,0.0,0.63,0.0,40
-18,-10,-1,condensing,0.999976,2.4e-05,0.769983,7e-06,40
-6,-6,-10,condensing,0.996567,0.003433,0.767597,0.00103,40
2,-6,-14,non-condensing,1.0,0.0,0.63,0.0,40
-8,2,-5,non-condensing,1.0,0.0,0.63,0.0,40
9,9,-9,condensing,0.826126,0.173874,0.648288,0.052162,40
3,-12,3,condensing,1.0,0.0,0.77,0.0,40
-14,2,2,non-condensing,0.855675,0.144325,0.528973,0.043297,40
-13,-1,8,condensing,0.848545,0.151455,0.663982,0.045436,40
13,13,4,non-condensing,1.0,0.0,0.63,0.0,40
8,-10,-7,non-condensing,1.0,0.0,0.63,0.0,40
-7,-15,5,non-condensing,0.996909,0.003091,0.627836,0.000927,40
-14,-2,-1,condensing,0.842686,0.157314,0.65988,0.047194,40
-3,-15,3,condensing,0.990727,0.009273,0.763509,0.002782,40
-11,5,3,non-condensing,0.839787,0.160213,0.517851,0.048064,40
10,0,-9,non-condensing,1.0,0.0,0.63,0.0,40
-4,0,11,condensing,1.0,0.0,0.77,0.0,40
-10,-8,1,condensing,1.0,0.0,0.77,0.0,40
-12,5,-5,condensing,0.829238,0.170762,0.650466,0.051229,40
-9,15,-1,condensing,0.864,0.136,0.6748,0.0408,40
6,3,8,non-condensing,1.0,0.0,0.63,0.0,40
-6,2,11,non-condensing,1.0,0.0,0.63,0.0,40
-11,-1,-8,condensing,0.948685,0.051315,0.73408,0.015394,40
-10,7,-9,condensing,0.844906,0.155094,0.661435,0.046528,40
-1,17,-5,non-condensing,1.0,0.0,0.63,0.0,40
11,-7,-1,non-condensing,0.993798,0.006202,0.625659,0.001861,40
-12,0,-2,condensing,1.0,0.0,0.77,0.0,40
-7,2,10,non-condensing,1.0,0.0,0.63,0.0,40
