x,y,z,phenotype,oxygen,C,b,d,sim_time
-10,15,-3,surface,1.0,0.0,0.63,0.0,40
-7,7,-15,surface,1.0,0.0,0.63,0.0,40
-14,0,14,surface,1.0,0.0,0.77,0.0,40
-8,8,-16,surface,1.0,0.0,0.77,0.0,40
-15,-14,7,surface,1.0,0.0,0.63,0.0,40
8,0,-17,surface,1.0,0.0,0.77,0.0,40
-9,-15,10,surface,1.0,0.0,0.63,0.0,40
-18,-16,2,surface,1.0,0.0,0.77,0.0,40
17,5,1,surface,1.0,0.0,0.63,0.0,40
-4,14,-14,surface,1.0,0.0,0.77,0.0,40
16,12,-6,surface,1.0,0.0,0.77,0.0,40
6,-16,2,surface,1.0,0.0,0.77,0.0,40
-10,15,4,surface,1.0,0.0,0.77,0.0,40
-2,17,-12,surface,1.0,0.0,0.77,0.0,40
17,-2,-4,surface,1.0,0.0,0.63,0.0,40
14,13,5,surface,1.0,0.0,0.77,0.0,40
8,15,9,surface,1.0,0.0,0.63,0.0,40
10,-13,-2,surface,1.0,0.0,0.63,0.0,40
-5,-19,-3,surface,1.0,0.0,0.77,0.0,40
1,14,13,surface,1.0,0.0,0.77,0.0,40
-16,5,-5,surface,0.998833,0.001167,0.769183,0.00035,40
0,14,-16,surface,1.0,0.0,0.63,0.0,40
-10,-7,-11,surface,1.0,0.0,0.63,0.0,40
2,-17,-6,surface,1.0,0.0,0.77,0.0,40
-3,-3,-14,surface,1.0,0.0,0.77,0.0,40
-1,-15,7,surface,1.0,0.0,0.63,0.0,40
7,16,-12,surface,1.0,0.0,0.63,0.0,40
13,5,-15,surface,1.0,0.0,0.77,0.0,40
9,0,-16,surface,1.0,0.0,0.77,0.0,40
1,7,14,surface,1.0,0.0,0.63,0.0,40
2,4,14,surface,1.0,0.0,0.63,0.0,40
-15,0,12,surface,1.0,0.0,0.77,0.0,40
-19,-10,-2,surface,0.999991,9e-06,0.769994,3e-06,40
6,15,10,surface,1.0,0.0,0.77,0.0,40
-1,17,-13,surface,1.0,0.0,0.63,0.0,40
-9,14,-9,surface,1.0,0.0,0.63,0.0,40
6,-1,8,surface,0.97877,0.02123,0.615139,0.006369,40
10,15,-9,surface,1.0,0.0,0.63,0.0,40
3,-2,-16,surface,1.0,0.0,0.77,0.0,40
-5,-19,-4,surface,1.0,0.0,0.63,0.0,40
8,-13,4,surface,1.0,0.0,0.77,0.0,40
-14,5,8,surface,1.0,0.0,0.77,0.0,40
-3,-4,15,surface,1.0,0.0,0.63,0.0,40
-16,2,3,surface,0.999779,0.000221,0.769845,6.6e-05,40
-16,6,-1,surface,1.0,0.0,0.77,0.0,40
-13,0,-12,surface,0.999158,0.000842,0.769411,0.000253,40
-8,4,-16,surface,1.0,0.0,0.63,0.0,40
3,-7,-15,surface,1.0,0.0,0.77,0.0,40
-9,-19,-3,surface,1.0,0.0,0.77,0.0,40
5,-1,-17,surface,1.0,0.0,0.77,0.0,40
-10,17,-1,surface,1.0,0.0,0.77,0.0,40
-7,-19,-1,surface,1.0,0.0,0.77,0.0,40
1,16,-14,surface,1.0,0.0,0.63,0.0,40
-3,12,14,surface,1.0,0.0,0.63,0.0,40
-17,2,-6,surface,0.999983,1.7e-05,0.629988,5e-06,40
-6,14,11,surface,1.0,0.0,0.63,0.0,40
7,-7,7,surface,0.996889,0.003111,0.627822,0.000933,40
-1,-7,-14,surface,1.0,0.0,0.77,0.0,40
7,-7,-12,surface,1.0,0.0,0.77,0.0,40
7,-9,-10,surface,1.0,0.0,0.63,0.0,40
12,-6,1,surface,0.987633,0.012367,0.621343,0.00371,40
-13,9,0,surface,1.0,0.0,0.63,0.0,40
11,11,-13,surface,1.0,0.0,0.63,0.0,40
-8,-7,-11,surface,1.0,0.0,0.63,0.0,40
-9,-19,3,surface,1.0,0.0,0.63,0.0,40
5,-4,-15,surface,1.0,0.0,0.63,0.0,40
-12,13,-2,surface,1.0,0.0,0.63,0.0,40
16,11,-7,surface,1.0,0.0,0.63,0.0,40
16,-1,-8,surface,1.0,0.0,0.63,0.0,40
2,8,14,surface,1.0,0.0,0.63,0.0,40
16,7,3,surface,1.0,0.0,0.77,0.0,40
14,-4,-9,surface,1.0,0.0,0.77,0.0,40
12,5,11,surface,1.0,0.0,0.63,0.0,40
2,-17,0,surface,1.0,0.0,0.63,0.0,40
6,4,-17,surface,1.0,0.0,0.63,0.0,40
-9,3,-14,surface,1.0,0.0,0.77,0.0,40
-12,-12,10,surface,1.0,0.0,0.63,0.0,40
-13,6,8,surface,1.0,0.0,0.77,0.0,40
0,-13,8,surface,0.99962,0.00038,0.769734,0.000114,40
1,-17,-9,surface,1.0,0.0,0.77,0.0,40
-17,2,-11,surface,0.99998,2e-05,0.769986,6e-06,40
-16,0,7,surface,1.0,0.0,0.77,0.0,40
-16,-18,1,surface,1.0,0.0,0.63,0.0,40
-9,-20,-2,surface,1.0,0.0,0.63,0.0,40
6,-16,-1,surface,1.0,0.0,0.77,0.0,40
3,8,13,surface,1.0,0.0,0.63,0.0,40
-14,6,0,surface,1.0,0.0,0.63,0.0,40
1,-2,-16,surface,1.0,0.0,0.77,0.0,40
-6,-14,-10,surface,1.0,0.0,0.63,0.0,40
-19,-9,-2,surface,1.0,0.0,0.63,0.0,40
17,6,4,surface,1.0,0.0,0.77,0.0,40
-5,-19,-2,surface,1.0,0.0,0.63,0.0,40
-12,-19,-3,surface,1.0,0.0,0.77,0.0,40
-19,-9,-1,surface,1.0,0.0,0.63,0.0,40
0,-7,14,surface,1.0,0.0,0.77,0.0,40
7,-16,-1,surface,1.0,0.0,0.77,0.0,40
5,-12,7,surface,0.996909,0.003091,0.767836,0.000927,40
15,13,-7,surface,1.0,0.0,0.63,0.0,40
9,5,-17,surface,1.0,0.0,0.63,0.0,40
-7,-19,-7,surface,1.0,0.0,0.77,0.0,40
-11,-2,-11,surface,0.990037,0.009963,0.763026,0.002989,40
17,6,-5,surface,1.0,0.0,0.63,0.0,40
-2,-7,-14,surface,1.0,0.0,0.63,0.0,40
-15,-4,10,surface,1.0,0.0,0.77,0.0,40
-15,2,1,surface,0.999336,0.000664,0.769535,0.000199,40
2,-6,12,surface,0.996862,0.003138,0.627803,0.000942,40
6,2,12,surface,0.99946,0.00054,0.769622,0.000162,40
12,2,-16,surface,1.0,0.0,0.63,0.0,40
5,-6,-15,surface,1.0,0.0,0.63,0.0,40
-15,5,-11,surface,0.999999,1e-06,0.629999,0.0,40
0,-12,-12,surface,1.0,0.0,0.63,0.0,40
-13,4,12,surface,1.0,0.0,0.77,0.0,40
-16,1,-2,surface,0.992504,0.007496,0.764752,0.002249,40
-5,5,-16,surface,1.0,0.0,0.77,0.0,40
-3,13,-15,surface,1.0,0.0,0.77,0.0,40
6,17,10,surface,1.0,0.0,0.63,0.0,40
5,8,-17,surface,1.0,0.0,0.63,0.0,40
-9,-6,-11,surface,1.0,0.0,0.63,0.0,40
-8,-19,-4,surface,1.0,0.0,0.77,0.0,40
-2,-17,3,surface,1.0,0.0,0.77,0.0,40
-9,-19,-6,surface,1.0,0.0,0.63,0.0,40
5,-15,-7,surface,1.0,0.0,0.63,0.0,40
7,-10,-10,surface,1.0,0.0,0.63,0.0,40
-15,8,-6,surface,0.999996,4e-06,0.629997,1e-06,40
-7,16,-8,surface,1.0,0.0,0.63,0.0,40
14,3,-15,surface,1.0,0.0,0.63,0.0,40
-15,9,-5,surface,0.999999,1e-06,0.629999,0.0,40
-8,17,-3,surface,1.0,0.0,0.63,0.0,40
14,-5,-10,surface,1.0,0.0,0.63,0.0,40
-4,-5,-13,surface,1.0,0.0,0.77,0.0,40
12,14,7,surface,1.0,0.0,0.77,0.0,40
5,-17,2,surface,1.0,0.0,0.63,0.0,40
-15,-4,12,surface,1.0,0.0,0.63,0.0,40
-10,4,-14,surface,1.0,0.0,0.63,0.0,40
-8,19,2,surface,1.0,0.0,0.77,0.0,40
-1,-15,-11,surface,1.0,0.0,0.77,0.0,40
-12,9,2,surface,1.0,0.0,0.63,0.0,40
0,5,-17,surface,1.0,0.0,0.63,0.0,40
16,13,-4,surface,1.0,0.0,0.63,0.0,40
17,10,-2,surface,1.0,0.0,0.77,0.0,40
-18,-16,-1,surface,1.0,0.0,0.77,0.0,40
4,0,11,surface,0.986939,0.013061,0.620858,0.003918,40
-17,-17,-1,surface,1.0,0.0,0.63,0.0,40
-8,11,10,surface,0.996909,0.003091,0.627836,0.000927,40
-19,-12,0,surface,1.0,0.0,0.77,0.0,40
-13,-19,-2,surface,1.0,0.0,0.77,0.0,40
-18,-9,5,surface,1.0,0.0,0.77,0.0,40
-12,13,2,surface,1.0,0.0,0.63,0.0,40
-7,-2,16,surface,1.0,0.0,0.63,0.0,40
15,13,3,surface,1.0,0.0,0.63,0.0,40
0,-10,-13,surface,1.0,0.0,0.77,0.0,40
-2,16,-13,surface,1.0,0.0,0.77,0.0,40
-5,-6,-11,surface,1.0,0.0,0.63,0.0,40
9,-5,-14,surface,1.0,0.0,0.63,0.0,40
-6,-14,10,surface,0.996909,0.003091,0.627836,0.000927,40
-7,-14,11,surface,1.0,0.0,0.63,0.0,40
-8,-2,-13,surface,1.0,0.0,0.63,0.0,40
-19,-13,1,surface,1.0,0.0,0.77,0.0,40
15,7,-10,surface,1.0,0.0,0.63,0.0,40
-5,4,15,surface,1.0,0.0,0.63,0.0,40
-3,-18,-7,surface,1.0,0.0,0.63,0.0,40
3,3,13,surface,0.999996,4e-06,0.769997,1e-06,40
-4,-9,-13,surface,1.0,0.0,0.63,0.0,40
-20,-14,1,surface,1.0,0.0,0.77,0.0,40
1,1,-16,surface,1.0,0.0,0.77,0.0,40
16,-2,-6,surface,1.0,0.0,0.63,0.0,40
-9,17,-6,surface,1.0,0.0,0.77,0.0,40
-13,1,15,surface,1.0,0.0,0.77,0.0,40
7,8,-17,surface,1.0,0.0,0.77,0.0,40
-13,4,11,surface,1.0,0.0,0.63,0.0,40
14,-1,6,surface,0.999996,4e-06,0.769997,1e-06,40
0,-8,11,surface,0.978752,0.021248,0.755127,0.006374,40
-10,15,1,surface,0.996909,0.003091,0.627836,0.000927,40
2,-17,-1,surface,1.0,0.0,0.77,0.0,40
1,-8,-13,surface,1.0,0.0,0.77,0.0,40
11,-4,-13,surface,1.0,0.0,0.63,0.0,40
3,-12,-11,surface,1.0,0.0,0.77,0.0,40
-6,-6,-11,surface,0.999999,1e-06,0.629999,0.0,40
8,-4,-15,surface,1.0,0.0,0.63,0.0,40
8,-14,2,surface,1.0,0.0,0.63,0.0,40
-3,11,-16,surface,1.0,0.0,0.63,0.0,40
14,16,-4,surface,1.0,0.0,0.77,0.0,40
16,3,3,surface,0.999991,9e-06,0.629994,3e-06,40
14,1,-14,surface,1.0,0.0,0.63,0.0,40
10,10,10,surface,0.999873,0.000127,0.769911,3.8e-05,40
13,10,-12,surface,1.0,0.0,0.77,0.0,40
10,-1,-16,surface,1.0,0.0,0.63,0.0,40
13,17,-4,surface,1.0,0.0,0.63,0.0,40
15,7,-12,surface,1.0,0.0,0.63,0.0,40
-4,-10,-12,surface,0.999938,6.2e-05,0.769957,1.9e-05,40
3,16,11,surface,1.0,0.0,0.77,0.0,40
14,12,-8,surface,1.0,0.0,0.77,0.0,40
-18,-7,-4,surface,1.0,0.0,0.63,0.0,40
3,6,14,surface,1.0,0.0,0.63,0.0,40
14,17,-3,surface,1.0,0.0,0.63,0.0,40
-16,-5,-7,surface,0.999998,2e-06,0.769999,0.0,40
-8,-4,16,surface,1.0,0.0,0.63,0.0,40
-7,12,-15,surface,1.0,0.0,0.77,0.0,40
-9,-7,14,surface,1.0,0.0,0.63,0.0,40
-6,-11,13,surface,1.0,0.0,0.77,0.0,40
-14,0,15,surface,1.0,0.0,0.63,0.0,40
-16,1,0,surface,0.999996,4e-06,0.769997,1e-06,40
-19,-7,0,surface,1.0,0.0,0.77,0.0,40
-18,-15,2,surface,1.0,0.0,0.63,0.0,40
-5,16,-11,surface,1.0,0.0,0.77,0.0,40
-8,2,-15,surface,1.0,0.0,0.77,0.0,40
-9,-17,5,surface,1.0,0.0,0.63,0.0,40
-9,-16,-9,surface,1.0,0.0,0.77,0.0,40
-2,12,-16,surface,1.0,0.0,0.63,0.0,40
-14,-15,-6,surface,1.0,0.0,0.63,0.0,40
12,6,-15,surface,1.0,0.0,0.63,0.0,40
11,3,-17,surface,1.0,0.0,0.63,0.0,40
-16,-2,10,surface,1.0,0.0,0.63,0.0,40
-12,8,5,surface,0.999996,4e-06,0.629997,1e-06,40
12,19,4,surface,1.0,0.0,0.63,0.0,40
-13,7,2,surface,1.0,0.0,0.63,0.0,40
14,16,-3,surface,1.0,0.0,0.63,0.0,40
-10,0,-13,surface,0.999655,0.000345,0.629759,0.000103,40
-16,4,-12,surface,0.999995,5e-06,0.769997,1e-06,40
-12,-5,-11,surface,0.999999,1e-06,0.629999,0.0,40
-14,9,-8,surface,1.0,0.0,0.77,0.0,40
-18,-16,-2,surface,1.0,0.0,0.77,0.0,40
-2,15,11,surface,1.0,0.0,0.63,0.0,40
-10,15,2,surface,1.0,0.0,0.77,0.0,40
-5,-18,-9,surface,1.0,0.0,0.77,0.0,40
11,14,-9,surface,1.0,0.0,0.63,0.0,40
7,-15,-4,surface,1.0,0.0,0.77,0.0,40
8,14,-14,surface,1.0,0.0,0.77,0.0,40
10,-7,4,surface,0.996896,0.003104,0.627827,0.000931,40
-7,-12,-11,surface,1.0,0.0,0.63,0.0,40
-4,17,-11,surface,1.0,0.0,0.77,0.0,40
-10,-15,-9,surface,1.0,0.0,0.63,0.0,40
-13,-8,-10,surface,1.0,0.0,0.77,0.0,40
-12,-7,-11,surface,1.0,0.0,0.77,0.0,40
16,10,-8,surface,1.0,0.0,0.63,0.0,40
16,-2,-4,surface,1.0,0.0,0.77,0.0,40
0,3,14,surface,0.991757,0.008243,0.62423,0.002473,40
9,-14,1,surface,1.0,0.0,0.63,0.0,40
17,7,2,surface,1.0,0.0,0.63,0.0,40
-11,-19,2,surface,1.0,0.0,0.63,0.0,40
6,5,-17,surface,1.0,0.0,0.77,0.0,40
12,-7,0,surface,0.993818,0.006182,0.625673,0.001855,40
14,14,5,surface,1.0,0.0,0.77,0.0,40
8,-5,-15,surface,1.0,0.0,0.77,0.0,40
-10,16,0,surface,1.0,0.0,0.63,0.0,40
-6,5,-16,surface,1.0,0.0,0.77,0.0,40
9,-3,7,surface,1.0,0.0,0.63,0.0,40
2,-18,-7,surface,1.0,0.0,0.63,0.0,40
11,13,-11,surface,1.0,0.0,0.63,0.0,40
-10,-4,16,surface,1.0,0.0,0.63,0.0,40
3,-16,-7,surface,1.0,0.0,0.63,0.0,40
3,-6,9,surface,0.992591,0.007409,0.624813,0.002223,40
-19,-14,2,surface,1.0,0.0,0.63,0.0,40
-18,-5,-2,surface,1.0,0.0,0.63,0.0,40
6,13,-15,surface,1.0,0.0,0.77,0.0,40
-3,-9,-13,surface,0.999999,1e-06,0.629999,0.0,40
-13,13,-4,surface,1.0,0.0,0.63,0.0,40
-11,14,-3,surface,1.0,0.0,0.63,0.0,40
-6,19,-8,surface,1.0,0.0,0.77,0.0,40
-1,10,-16,surface,1.0,0.0,0.77,0.0,40
-2,19,7,surface,1.0,0.0,0.77,0.0,40
-3,-18,-1,surface,1.0,0.0,0.77,0.0,40
14,9,-11,surface,1.0,0.0,0.63,0.0,40
8,2,-17,surface,1.0,0.0,0.77,0.0,40
1,-7,-14,surface,1.0,0.0,0.77,0.0,40
-14,2,-13,surface,0.999371,0.000629,0.629559,0.000189,40
10,-6,4,surface,0.999998,2e-06,0.769999,1e-06,40
-9,-10,-11,surface,1.0,0.0,0.77,0.0,40
-7,19,-4,surface,1.0,0.0,0.77,0.0,40
-16,5,-9,surface,0.999938,6.2e-05,0.769957,1.9e-05,40
-2,-18,-7,surface,1.0,0.0,0.77,0.0,40
-4,-8,-13,surface,1.0,0.0,0.63,0.0,40
2,-8,9,surface,0.960695,0.039305,0.742486,0.011792,40
-18,-3,4,surface,0.999433,0.000567,0.629603,0.00017,40
-14,-16,-5,surface,1.0,0.0,0.77,0.0,40
-11,-12,-10,surface,1.0,0.0,0.63,0.0,40
-10,6,-15,surface,1.0,0.0,0.77,0.0,40
-2,-18,-2,surface,1.0,0.0,0.63,0.0,40
7,10,-17,surface,1.0,0.0,0.77,0.0,40
5,17,-12,surface,1.0,0.0,0.63,0.0,40
3,16,-14,surface,1.0,0.0,0.77,0.0,40
4,-16,5,surface,1.0,0.0,0.77,0.0,40
-14,11,-5,surface,1.0,0.0,0.63,0.0,40
-7,4,-16,surface,1.0,0.0,0.63,0.0,40
1,-8,-14,surface,1.0,0.0,0.63,0.0,40
-5,16,-12,surface,1.0,0.0,0.63,0.0,40
9,19,-9,surface,1.0,0.0,0.63,0.0,40
6,16,-14,surface,1.0,0.0,0.77,0.0,40
1,-17,2,surface,1.0,0.0,0.63,0.0,40
17,3,-4,surface,1.0,0.0,0.77,0.0,40
-3,5,15,surface,1.0,0.0,0.77,0.0,40
-14,-11,10,surface,1.0,0.0,0.63,0.0,40
3,17,10,surface,1.0,0.0,0.63,0.0,40
6,19,7,surface,1.0,0.0,0.77,0.0,40
14,3,8,surface,1.0,0.0,0.77,0.0,40
-14,4,9,surface,1.0,0.0,0.77,0.0,40
-12,8,4,surface,1.0,0.0,0.77,0.0,40
-19,-8,2,surface,1.0,0.0,0.77,0.0,40
-17,-9,8,surface,1.0,0.0,0.63,0.0,40
-12,-11,11,surface,1.0,0.0,0.77,0.0,40
-2,17,-14,surface,1.0,0.0,0.63,0.0,40
-5,19,5,surface,1.0,0.0,0.77,0.0,40
-17,-15,3,surface,1.0,0.0,0.77,0.0,40
9,13,-14,surface,1.0,0.0,0.63,0.0,40
6,14,-15,surface,1.0,0.0,0.63,0.0,40
-5,-6,14,surface,0.996872,0.003128,0.627811,0.000938,40
9,11,-14,surface,1.0,0.0,0.63,0.0,40
-19,-5,3,surface,1.0,0.0,0.77,0.0,40
-5,-4,-13,surface,1.0,0.0,0.77,0.0,40
13,-5,-7,surface,1.0,0.0,0.77,0.0,40
-6,13,12,surface,1.0,0.0,0.63,0.0,40
-13,3,-14,surface,0.999983,1.7e-05,0.769988,5e-06,40
-7,-12,11,surface,1.0,0.0,0.77,0.0,40
10,-5,-13,surface,1.0,0.0,0.63,0.0,40
-8,1,-15,surface,1.0,0.0,0.77,0.0,40
10,-13,1,surface,1.0,0.0,0.63,0.0,40
10,14,8,surface,1.0,0.0,0.63,0.0,40
-13,5,11,surface,1.0,0.0,0.63,0.0,40
0,-2,-16,surface,1.0,0.0,0.63,0.0,40
-17,-16,1,surface,1.0,0.0,0.77,0.0,40
-4,18,7,surface,1.0,0.0,0.63,0.0,40
-4,5,-16,surface,1.0,0.0,0.77,0.0,40
9,-6,-12,surface,1.0,0.0,0.77,0.0,40
-18,-8,-5,surface,1.0,0.0,0.63,0.0,40
-15,-7,-8,surface,1.0,0.0,0.77,0.0,40
7,15,-13,surface,1.0,0.0,0.77,0.0,40
-12,-9,-10,surface,1.0,0.0,0.77,0.0,40
-17,-6,7,surface,1.0,0.0,0.77,0.0,40
-6,17,-7,surface,1.0,0.0,0.77,0.0,40
-10,6,13,surface,1.0,0.0,0.63,0.0,40
-8,17,-4,surface,1.0,0.0,0.63,0.0,40
6,-6,-14,surface,1.0,0.0,0.63,0.0,40
-5,-15,-11,surface,1.0,0.0,0.63,0.0,40
-6,-16,6,surface,1.0,0.0,0.63,0.0,40
-19,-13,2,surface,1.0,0.0,0.77,0.0,40
-15,-11,-7,surface,1.0,0.0,0.63,0.0,40
-18,-13,5,surface,1.0,0.0,0.63,0.0,40
-19,-8,-2,surface,1.0,0.0,0.63,0.0,40
13,2,8,surface,0.996905,0.003095,0.767834,0.000928,40
-15,1,9,surface,1.0,0.0,0.63,0.0,40
-15,2,10,surface,1.0,0.0,0.63,0.0,40
-18,4,-6,surface,1.0,0.0,0.77,0.0,40
-8,18,2,surface,1.0,0.0,0.63,0.0,40
9,-11,-7,surface,1.0,0.0,0.63,0.0,40
17,-3,-1,surface,1.0,0.0,0.63,0.0,40
-2,-6,-15,surface,1.0,0.0,0.77,0.0,40
16,6,-10,surface,1.0,0.0,0.63,0.0,40
17,4,2,surface,1.0,0.0,0.63,0.0,40
14,16,-1,surface,1.0,0.0,0.63,0.0,40
15,15,-4,surface,1.0,0.0,0.77,0.0,40
-15,-18,-2,surface,1.0,0.0,0.77,0.0,40
-4,-1,15,surface,1.0,0.0,0.77,0.0,40
14,15,-6,surface,1.0,0.0,0.63,0.0,40
14,16,1,surface,1.0,0.0,0.63,0.0,40
-13,-1,-12,surface,0.988077,0.011923,0.761654,0.003577,40
3,11,14,surface,1.0,0.0,0.77,0.0,40
18,8,2,surface,1.0,0.0,0.77,0.0,40
0,-13,-11,surface,1.0,0.0,0.63,0.0,40
16,-2,-7,surface,1.0,0.0,0.77,0.0,40
-11,12,-7,surface,1.0,0.0,0.77,0.0,40
-11,10,4,surface,1.0,0.0,0.77,0.0,40
-16,-2,8,surface,0.999994,6e-06,0.629996,2e-06,40
8,9,12,surface,1.0,0.0,0.63,0.0,40
12,9,-13,surface,1.0,0.0,0.63,0.0,40
-14,4,6,surface,1.0,0.0,0.77,0.0,40
11,-2,6,surface,0.99998,2e-05,0.629986,6e-06,40
6,-11,-11,surface,1.0,0.0,0.63,0.0,40
5,16,-13,surface,1.0,0.0,0.63,0.0,40
11,-2,-15,surface,1.0,0.0,0.77,0.0,40
10,-7,-9,surface,0.999996,4e-06,0.629997,1e-06,40
-14,6,-11,surface,0.999998,2e-06,0.629999,1e-06,40
-7,8,-15,surface,1.0,0.0,0.77,0.0,40
4,-11,-12,surface,1.0,0.0,0.77,0.0,40
-18,-4,-2,surface,1.0,0.0,0.63,0.0,40
11,16,7,surface,1.0,0.0,0.63,0.0,40
1,-1,14,surface,1.0,0.0,0.77,0.0,40
16,3,-11,surface,1.0,0.0,0.63,0.0,40
-1,-1,-15,surface,1.0,0.0,0.63,0.0,40
17,5,-9,surface,1.0,0.0,0.63,0.0,40
-17,-5,7,surface,1.0,0.0,0.63,0.0,40
10,1,-16,surface,1.0,0.0,0.63,0.0,40
0,-16,-8,surface,1.0,0.0,0.63,0.0,40
-5,3,-16,surface,1.0,0.0,0.77,0.0,40
-5,2,15,surface,1.0,0.0,0.77,0.0,40
-3,0,15,surface,0.999994,6e-06,0.769996,2e-06,40
-19,-6,0,surface,1.0,0.0,0.63,0.0,40
-9,15,6,surface,1.0,0.0,0.63,0.0,40
-3,-2,15,surface,1.0,0.0,0.63,0.0,40
6,-2,-17,surface,1.0,0.0,0.77,0.0,40
-11,-7,-11,surface,1.0,0.0,0.63,0.0,40
-9,-19,1,surface,1.0,0.0,0.63,0.0,40
-14,-3,11,surface,0.996909,0.003091,0.627836,0.000927,40
-15,-9,-7,surface,1.0,0.0,0.63,0.0,40
3,15,11,surface,1.0,0.0,0.77,0.0,40
-12,12,-6,surface,1.0,0.0,0.63,0.0,40
-10,8,-15,surface,1.0,0.0,0.63,0.0,40
-6,-18,4,surface,1.0,0.0,0.77,0.0,40
-13,-12,10,surface,1.0,0.0,0.77,0.0,40
-6,17,-9,surface,1.0,0.0,0.77,0.0,40
12,12,-11,surface,1.0,0.0,0.63,0.0,40
-15,8,-9,surface,1.0,0.0,0.63,0.0,40
16,2,4,surface,0.999996,4e-06,0.769997,1e-06,40
16,9,-7,surface,1.0,0.0,0.63,0.0,40
-12,8,2,surface,1.0,0.0,0.63,0.0,40
-3,-6,-14,surface,1.0,0.0,0.77,0.0,40
9,0,-17,surface,1.0,0.0,0.77,0.0,40
17,3,-9,surface,1.0,0.0,0.63,0.0,40
-10,9,9,surface,1.0,0.0,0.77,0.0,40
-11,11,5,surface,1.0,0.0,0.63,0.0,40
-6,6,14,surface,1.0,0.0,0.77,0.0,40
14,11,-10,surface,1.0,0.0,0.77,0.0,40
-13,-13,9,surface,1.0,0.0,0.63,0.0,40
-15,1,12,surface,1.0,0.0,0.63,0.0,40
0,8,-17,surface,1.0,0.0,0.63,0.0,40
-11,10,3,surface,1.0,0.0,0.63,0.0,40
-8,16,-7,surface,1.0,0.0,0.63,0.0,40
-3,14,12,surface,1.0,0.0,0.63,0.0,40
-7,15,-11,surface,1.0,0.0,0.63,0.0,40
-6,-19,-5,surface,1.0,0.0,0.63,0.0,40
-15,-19,1,surface,1.0,0.0,0.77,0.0,40
3,12,-16,surface,1.0,0.0,0.77,0.0,40
0,-7,-14,surface,1.0,0.0,0.77,0.0,40
4,-10,-13,surface,1.0,0.0,0.63,0.0,40
-5,9,13,surface,1.0,0.0,0.77,0.0,40
8,-13,-6,surface,1.0,0.0,0.77,0.0,40
-12,5,-14,surface,0.999143,0.000857,0.7694,0.000257,40
1,10,-17,surface,1.0,0.0,0.63,0.0,40
-7,18,-3,surface,1.0,0.0,0.77,0.0,40
3,9,14,surface,1.0,0.0,0.77,0.0,40
-6,-2,16,surface,1.0,0.0,0.77,0.0,40
-1,19,7,surface,1.0,0.0,0.77,0.0,40
10,18,-7,surface,1.0,0.0,0.63,0.0,40
14,14,4,surface,1.0,0.0,0.63,0.0,40
-13,-18,-5,surface,1.0,0.0,0.77,0.0,40
13,-5,-8,surface,1.0,0.0,0.77,0.0,40
-8,-2,16,surface,1.0,0.0,0.63,0.0,40
9,-10,5,surface,0.999996,4e-06,0.769997,1e-06,40
7,-9,7,surface,1.0,0.0,0.77,0.0,40
-13,-7,-10,surface,1.0,0.0,0.63,0.0,40
-3,15,10,surface,1.0,0.0,0.77,0.0,40
16,12,-5,surface,1.0,0.0,0.77,0.0,40
9,11,11,surface,1.0,0.0,0.63,0.0,40
7,17,8,surface,1.0,0.0,0.63,0.0,40
8,-14,-4,surface,1.0,0.0,0.77,0.0,40
-6,15,8,surface,1.0,0.0,0.77,0.0,40
-14,-18,3,surface,1.0,0.0,0.63,0.0,40
12,-9,-2,surface,1.0,0.0,0.63,0.0,40
-3,-15,-10,surface,0.996909,0.003091,0.627836,0.000927,40
12,10,-12,surface,1.0,0.0,0.63,0.0,40
9,-4,7,surface,0.999876,0.000124,0.769913,3.7e-05,40
-19,-9,1,surface,0.999938,6.2e-05,0.769957,1.9e-05,40
-9,11,-14,surface,1.0,0.0,0.63,0.0,40
-19,-12,-2,surface,0.991757,0.008243,0.76423,0.002473,40
-13,5,10,surface,1.0,0.0,0.63,0.0,40
-6,-19,0,surface,1.0,0.0,0.63,0.0,40
-11,-17,-7,surface,1.0,0.0,0.63,0.0,40
16,9,5,surface,1.0,0.0,0.77,0.0,40
8,19,8,surface,1.0,0.0,0.63,0.0,40
2,-16,6,surface,1.0,0.0,0.63,0.0,40
17,7,-5,surface,1.0,0.0,0.63,0.0,40
-13,11,-2,surface,1.0,0.0,0.63,0.0,40
-2,-17,2,surface,1.0,0.0,0.63,0.0,40
-5,14,-14,surface,1.0,0.0,0.77,0.0,40
17,6,-4,surface,1.0,0.0,0.77,0.0,40
-18,-1,3,surface,0.999991,9e-06,0.629994,3e-06,40
-11,9,-14,surface,1.0,0.0,0.63,0.0,40
-13,-12,-8,surface,1.0,0.0,0.77,0.0,40
14,6,8,surface,1.0,0.0,0.63,0.0,40
15,12,4,surface,1.0,0.0,0.63,0.0,40
9,-6,-13,surface,1.0,0.0,0.63,0.0,40
-4,13,-15,surface,0.996909,0.003091,0.627836,0.000927,40
-4,-18,1,surface,1.0,0.0,0.63,0.0,40
-10,8,10,surface,1.0,0.0,0.77,0.0,40
14,-5,1,surface,0.996909,0.003091,0.627836,0.000927,40
-9,17,-2,surface,1.0,0.0,0.63,0.0,40
7,-5,-15,surface,1.0,0.0,0.63,0.0,40
4,0,-17,surface,1.0,0.0,0.77,0.0,40
7,3,12,surface,0.999998,2e-06,0.629999,1e-06,40
